../my_data2/data_final_within_genre_native_lang_medium.csv
Scores: 0.19016393467051085, 0.5803278700250094, with batch size 0.5803278700250094 and epochs 50
Scores: 0.2032786887688715, 0.5803278700250094, with batch size 0.5803278700250094 and epochs 50
Scores: 0.22295081991641247, 0.5704918044512389, with batch size 0.5704918044512389 and epochs 50
Scores: 0.2754098367495615, 0.6000000011725504, with batch size 0.6000000011725504 and epochs 50
Scores: 0.19016393467051085, 0.5803278702204344, with batch size 0.5803278702204344 and epochs 150
Scores: 0.2032786887688715, 0.5803278700250094, with batch size 0.5803278700250094 and epochs 150
Scores: 0.2229508197209874, 0.5836065585495995, with batch size 0.5836065585495995 and epochs 150
Scores: 0.22622950824557758, 0.5672131161220738, with batch size 0.5672131161220738 and epochs 150
Scores: 0.18360655740147733, 0.5868852470741898, with batch size 0.5868852470741898 and epochs 250
Scores: 0.19016393467051085, 0.5770491815004193, with batch size 0.5770491815004193 and epochs 250
Scores: 0.20000000024428133, 0.5803278700250094, with batch size 0.5803278700250094 and epochs 250
Scores: 0.20000000024428133, 0.5901639355987799, with batch size 0.5901639355987799 and epochs 250
