../my_data2/data_final_cross_genre_gender_tm.csv
Scores: 0.6203904551435706, 0.1984815618382876, with batch size 0.1984815618382876 and epochs 50
Scores: 0.6355748369223125, 0.18546637752115597, with batch size 0.18546637752115597 and epochs 50
Scores: 0.6041214755714069, 0.1898047722504351, with batch size 0.1898047722504351 and epochs 50
Scores: 0.5856832976972204, 0.1529284165828709, with batch size 0.1529284165828709 and epochs 50
Scores: 0.6203904551435706, 0.20065075938070673, with batch size 0.20065075938070673 and epochs 150
Scores: 0.6160520603496444, 0.19414316704436135, with batch size 0.19414316704436135 and epochs 150
Scores: 0.5921908892416385, 0.19522776580749002, with batch size 0.19522776580749002 and epochs 150
Scores: 0.5997830807774807, 0.19848156186253027, with batch size 0.19848156186253027 and epochs 150
Scores: 0.6203904551435706, 0.20607375272765852, with batch size 0.20607375272765852 and epochs 250
Scores: 0.6203904551435706, 0.20607375272765852, with batch size 0.20607375272765852 and epochs 250
Scores: 0.6214750539713464, 0.20607375272765852, with batch size 0.20607375272765852 and epochs 250
Scores: 0.6095444681587551, 0.18980477227467776, with batch size 0.18980477227467776 and epochs 250
