../my_data2/data_final_cross_genre_native_lang_mt.csv
Scores: 0.21355932218543552, 0.6056497181876231, with batch size 50 and epochs 15
Scores: 0.20903954832567334, 0.5966101695925502, with batch size 50 and epochs 20
Scores: 0.14124293787415418, 0.5954802266621994, with batch size 50 and epochs 25
Scores: 0.13446327685299567, 0.6056497181876231, with batch size 50 and epochs 30
Scores: 0.18757062151102022, 0.6056497175477993, with batch size 150 and epochs 15
Scores: 0.13898305099899486, 0.5909604526508999, with batch size 150 and epochs 20
Scores: 0.12542372896509654, 0.5977401136678491, with batch size 150 and epochs 25
Scores: 0.15706214693474904, 0.5954802266621994, with batch size 150 and epochs 30
Scores: 0.1785310735978649, 0.6056497181876231, with batch size 250 and epochs 15
Scores: 0.19096045212893836, 0.5954802265948494, with batch size 250 and epochs 20
Scores: 0.14802259891215017, 0.6033898311819734, with batch size 250 and epochs 25
Scores: 0.12090395484435357, 0.5977401130280252, with batch size 250 and epochs 30
