,accuracy,analyzer,estimators,max_depth,min_samples,ngram_range
0,0.6996587030716723,char,100,5,1,"(2, 3)"
1,0.7133105802047781,char,100,5,5,"(2, 3)"
2,0.7098976109215017,char,100,10,1,"(2, 3)"
3,0.7337883959044369,char,100,10,5,"(2, 3)"
4,0.7372013651877133,char,300,5,1,"(2, 3)"
5,0.7610921501706485,char,300,5,5,"(2, 3)"
6,0.726962457337884,char,300,10,1,"(2, 3)"
7,0.7440273037542662,char,300,10,5,"(2, 3)"
