,accuracy,analyzer,estimators,max_depth,min_samples,ngram_range
0,0.7737704918032787,char,100,5,1,"(2, 3)"
1,0.7540983606557377,char,100,5,5,"(2, 3)"
2,0.740983606557377,char,100,10,1,"(2, 3)"
3,0.7311475409836066,char,100,10,5,"(2, 3)"
4,0.7770491803278688,char,300,5,1,"(2, 3)"
5,0.7737704918032787,char,300,5,5,"(2, 3)"
6,0.740983606557377,char,300,10,1,"(2, 3)"
7,0.7344262295081967,char,300,10,5,"(2, 3)"
