,accuracy,analyzer,estimators,max_depth,min_samples,ngram_range
0,0.26666666666666666,char,100,5,1,"(2, 3)"
1,0.2576271186440678,char,100,5,5,"(2, 3)"
2,0.2497175141242938,char,100,10,1,"(2, 3)"
3,0.2858757062146893,char,100,10,5,"(2, 3)"
4,0.25310734463276835,char,300,5,1,"(2, 3)"
5,0.2745762711864407,char,300,5,5,"(2, 3)"
6,0.24180790960451978,char,300,10,1,"(2, 3)"
7,0.2711864406779661,char,300,10,5,"(2, 3)"
