,accuracy,analyzer,estimators,max_depth,min_samples,ngram_range
0,0.2787418655097614,char,100,5,1,"(2, 3)"
1,0.2885032537960954,char,100,5,5,"(2, 3)"
2,0.3004338394793926,char,100,10,1,"(2, 3)"
3,0.29392624728850325,char,100,10,5,"(2, 3)"
4,0.2874186550976139,char,300,5,1,"(2, 3)"
5,0.28524945770065074,char,300,5,5,"(2, 3)"
6,0.2960954446854664,char,300,10,1,"(2, 3)"
7,0.2982646420824295,char,300,10,5,"(2, 3)"
