,accuracy,analyzer,estimators,max_depth,min_samples,ngram_range
0,0.8771331058020477,char,100,5,1,"(2, 3)"
1,0.8668941979522184,char,100,5,5,"(2, 3)"
2,0.8327645051194539,char,100,10,1,"(2, 3)"
3,0.8498293515358362,char,100,10,5,"(2, 3)"
4,0.8805460750853242,char,300,5,1,"(2, 3)"
5,0.8771331058020477,char,300,5,5,"(2, 3)"
6,0.863481228668942,char,300,10,1,"(2, 3)"
7,0.8464163822525598,char,300,10,5,"(2, 3)"
