,accuracy,analyzer,estimators,max_depth,min_samples,ngram_range
0,0.6149674620390455,char,100,5,1,"(2, 3)"
1,0.5997830802603037,char,100,5,5,"(2, 3)"
2,0.6062906724511931,char,100,10,1,"(2, 3)"
3,0.60412147505423,char,100,10,5,"(2, 3)"
4,0.6095444685466378,char,300,5,1,"(2, 3)"
5,0.596529284164859,char,300,5,5,"(2, 3)"
6,0.6008676789587852,char,300,10,1,"(2, 3)"
7,0.5986984815618221,char,300,10,5,"(2, 3)"
