,accuracy,analyzer,max_depth,min_samples_leaf,ngram_range
0,0.2592190889370933,word,,3,"(1, 1)"
1,0.24837310195227766,word,,5,"(1, 1)"
2,0.25379609544468545,word,,10,"(1, 1)"
3,0.25704989154013014,word,,20,"(1, 1)"
4,0.23318872017353579,word,5.0,3,"(1, 1)"
5,0.23752711496746204,word,5.0,5,"(1, 1)"
6,0.24078091106290672,word,5.0,10,"(1, 1)"
7,0.2418655097613883,word,5.0,20,"(1, 1)"
8,0.2527114967462039,word,10.0,3,"(1, 1)"
9,0.25813449023861174,word,10.0,5,"(1, 1)"
10,0.26247288503253796,word,10.0,10,"(1, 1)"
11,0.26247288503253796,word,10.0,20,"(1, 1)"
12,0.26247288503253796,word,30.0,3,"(1, 1)"
13,0.25704989154013014,word,30.0,5,"(1, 1)"
14,0.25379609544468545,word,30.0,10,"(1, 1)"
15,0.25704989154013014,word,30.0,20,"(1, 1)"
16,0.2592190889370933,word,50.0,3,"(1, 1)"
17,0.24837310195227766,word,50.0,5,"(1, 1)"
18,0.25379609544468545,word,50.0,10,"(1, 1)"
19,0.25704989154013014,word,50.0,20,"(1, 1)"
20,0.12364425162689804,char,,3,"(1, 1)"
21,0.12364425162689804,char,,5,"(1, 1)"
22,0.15292841648590022,char,,10,"(1, 1)"
23,0.14316702819956617,char,,20,"(1, 1)"
24,0.15726681127982647,char,5.0,3,"(1, 1)"
25,0.15726681127982647,char,5.0,5,"(1, 1)"
26,0.15726681127982647,char,5.0,10,"(1, 1)"
27,0.1540130151843818,char,5.0,20,"(1, 1)"
28,0.1301518438177874,char,10.0,3,"(1, 1)"
29,0.1301518438177874,char,10.0,5,"(1, 1)"
30,0.15509761388286333,char,10.0,10,"(1, 1)"
31,0.14099783080260303,char,10.0,20,"(1, 1)"
32,0.12364425162689804,char,30.0,3,"(1, 1)"
33,0.12364425162689804,char,30.0,5,"(1, 1)"
34,0.15292841648590022,char,30.0,10,"(1, 1)"
35,0.14316702819956617,char,30.0,20,"(1, 1)"
36,0.12364425162689804,char,50.0,3,"(1, 1)"
37,0.12364425162689804,char,50.0,5,"(1, 1)"
38,0.15292841648590022,char,50.0,10,"(1, 1)"
39,0.14316702819956617,char,50.0,20,"(1, 1)"
40,0.23969631236442515,word,,3,"(1, 2)"
41,0.23752711496746204,word,,5,"(1, 2)"
42,0.22234273318872017,word,,10,"(1, 2)"
43,0.2592190889370933,word,,20,"(1, 2)"
44,0.279826464208243,word,5.0,3,"(1, 2)"
45,0.28524945770065074,word,5.0,5,"(1, 2)"
46,0.2885032537960954,word,5.0,10,"(1, 2)"
47,0.289587852494577,word,5.0,20,"(1, 2)"
48,0.25379609544468545,word,10.0,3,"(1, 2)"
49,0.2592190889370933,word,10.0,5,"(1, 2)"
50,0.2646420824295011,word,10.0,10,"(1, 2)"
51,0.26247288503253796,word,10.0,20,"(1, 2)"
52,0.2440347071583514,word,30.0,3,"(1, 2)"
53,0.2386117136659436,word,30.0,5,"(1, 2)"
54,0.22234273318872017,word,30.0,10,"(1, 2)"
55,0.2592190889370933,word,30.0,20,"(1, 2)"
56,0.23969631236442515,word,50.0,3,"(1, 2)"
57,0.23752711496746204,word,50.0,5,"(1, 2)"
58,0.22234273318872017,word,50.0,10,"(1, 2)"
59,0.2592190889370933,word,50.0,20,"(1, 2)"
60,0.18872017353579176,char,,3,"(1, 2)"
61,0.20065075921908893,char,,5,"(1, 2)"
62,0.19088937093275488,char,,10,"(1, 2)"
63,0.21908893709327548,char,,20,"(1, 2)"
64,0.24945770065075923,char,5.0,3,"(1, 2)"
65,0.24945770065075923,char,5.0,5,"(1, 2)"
66,0.24945770065075923,char,5.0,10,"(1, 2)"
67,0.25054229934924077,char,5.0,20,"(1, 2)"
68,0.21149674620390455,char,10.0,3,"(1, 2)"
69,0.2158351409978308,char,10.0,5,"(1, 2)"
70,0.210412147505423,char,10.0,10,"(1, 2)"
71,0.20281995661605207,char,10.0,20,"(1, 2)"
72,0.18872017353579176,char,30.0,3,"(1, 2)"
73,0.20065075921908893,char,30.0,5,"(1, 2)"
74,0.19088937093275488,char,30.0,10,"(1, 2)"
75,0.21908893709327548,char,30.0,20,"(1, 2)"
76,0.18872017353579176,char,50.0,3,"(1, 2)"
77,0.20065075921908893,char,50.0,5,"(1, 2)"
78,0.19088937093275488,char,50.0,10,"(1, 2)"
79,0.21908893709327548,char,50.0,20,"(1, 2)"
80,0.23969631236442515,word,,3,"(1, 3)"
81,0.25162689804772237,word,,5,"(1, 3)"
82,0.23427331887201736,word,,10,"(1, 3)"
83,0.25054229934924077,word,,20,"(1, 3)"
84,0.2885032537960954,word,5.0,3,"(1, 3)"
85,0.2885032537960954,word,5.0,5,"(1, 3)"
86,0.2885032537960954,word,5.0,10,"(1, 3)"
87,0.289587852494577,word,5.0,20,"(1, 3)"
88,0.2527114967462039,word,10.0,3,"(1, 3)"
89,0.25379609544468545,word,10.0,5,"(1, 3)"
90,0.2559652928416486,word,10.0,10,"(1, 3)"
91,0.26572668112798264,word,10.0,20,"(1, 3)"
92,0.24078091106290672,word,30.0,3,"(1, 3)"
93,0.24945770065075923,word,30.0,5,"(1, 3)"
94,0.23427331887201736,word,30.0,10,"(1, 3)"
95,0.25054229934924077,word,30.0,20,"(1, 3)"
96,0.23969631236442515,word,50.0,3,"(1, 3)"
97,0.25162689804772237,word,50.0,5,"(1, 3)"
98,0.23427331887201736,word,50.0,10,"(1, 3)"
99,0.25054229934924077,word,50.0,20,"(1, 3)"
100,0.21258134490238612,char,,3,"(1, 3)"
101,0.2158351409978308,char,,5,"(1, 3)"
102,0.2299349240780911,char,,10,"(1, 3)"
103,0.24295010845986983,char,,20,"(1, 3)"
104,0.272234273318872,char,5.0,3,"(1, 3)"
105,0.27114967462039047,char,5.0,5,"(1, 3)"
106,0.272234273318872,char,5.0,10,"(1, 3)"
107,0.2765726681127983,char,5.0,20,"(1, 3)"
108,0.27765726681127983,char,10.0,3,"(1, 3)"
109,0.2646420824295011,char,10.0,5,"(1, 3)"
110,0.27440347071583515,char,10.0,10,"(1, 3)"
111,0.28308026030368766,char,10.0,20,"(1, 3)"
112,0.2039045553145336,char,30.0,3,"(1, 3)"
113,0.2158351409978308,char,30.0,5,"(1, 3)"
114,0.2299349240780911,char,30.0,10,"(1, 3)"
115,0.24295010845986983,char,30.0,20,"(1, 3)"
116,0.21258134490238612,char,50.0,3,"(1, 3)"
117,0.2158351409978308,char,50.0,5,"(1, 3)"
118,0.2299349240780911,char,50.0,10,"(1, 3)"
119,0.24295010845986983,char,50.0,20,"(1, 3)"
120,0.22234273318872017,word,,3,"(1, 4)"
121,0.22234273318872017,word,,5,"(1, 4)"
122,0.2440347071583514,word,,10,"(1, 4)"
123,0.27006507592190887,word,,20,"(1, 4)"
124,0.2885032537960954,word,5.0,3,"(1, 4)"
125,0.2885032537960954,word,5.0,5,"(1, 4)"
126,0.2885032537960954,word,5.0,10,"(1, 4)"
127,0.289587852494577,word,5.0,20,"(1, 4)"
128,0.2527114967462039,word,10.0,3,"(1, 4)"
129,0.25379609544468545,word,10.0,5,"(1, 4)"
130,0.2559652928416486,word,10.0,10,"(1, 4)"
131,0.26572668112798264,word,10.0,20,"(1, 4)"
132,0.22017353579175705,word,30.0,3,"(1, 4)"
133,0.22125813449023862,word,30.0,5,"(1, 4)"
134,0.2440347071583514,word,30.0,10,"(1, 4)"
135,0.27006507592190887,word,30.0,20,"(1, 4)"
136,0.22234273318872017,word,50.0,3,"(1, 4)"
137,0.22234273318872017,word,50.0,5,"(1, 4)"
138,0.2440347071583514,word,50.0,10,"(1, 4)"
139,0.27006507592190887,word,50.0,20,"(1, 4)"
140,0.2299349240780911,char,,3,"(1, 4)"
141,0.2603036876355748,char,,5,"(1, 4)"
142,0.23535791757049893,char,,10,"(1, 4)"
143,0.2017353579175705,char,,20,"(1, 4)"
144,0.2950108459869848,char,5.0,3,"(1, 4)"
145,0.29718004338394793,char,5.0,5,"(1, 4)"
146,0.2993492407809111,char,5.0,10,"(1, 4)"
147,0.29392624728850325,char,5.0,20,"(1, 4)"
148,0.23969631236442515,char,10.0,3,"(1, 4)"
149,0.2527114967462039,char,10.0,5,"(1, 4)"
150,0.2559652928416486,char,10.0,10,"(1, 4)"
151,0.2559652928416486,char,10.0,20,"(1, 4)"
152,0.23535791757049893,char,30.0,3,"(1, 4)"
