,Algorithm,CrossValMeans
0,SVC,0.1901639344262295
1,DecisionTree,0.419672131147541
2,AdaBoost,0.42295081967213116
3,RandomForest,0.419672131147541
4,ExtraTrees,0.4721311475409836
5,GradientBoosting,0.6229508196721312
6,MultipleLayerPerceptron,0.7180327868852459
7,KNeighbours,0.8360655737704918
8,LogisticRegression,0.5016393442622951
