,Algorithm,CrossValMeans
0,SVC,0.2696245733788396
1,DecisionTree,0.4232081911262799
2,AdaBoost,0.4300341296928328
3,RandomForest,0.3720136518771331
4,ExtraTrees,0.4812286689419795
5,GradientBoosting,0.6484641638225256
6,MultipleLayerPerceptron,0.7440273037542662
7,KNeighbours,0.7542662116040956
8,LogisticRegression,0.48464163822525597
