,Algorithm,CrossValMeans
0,SVC,0.2497175141242938
1,DecisionTree,0.23389830508474577
2,AdaBoost,0.2327683615819209
3,RandomForest,0.19548022598870057
4,ExtraTrees,0.2576271186440678
5,GradientBoosting,0.34689265536723163
6,MultipleLayerPerceptron,0.29152542372881357
7,KNeighbours,0.16271186440677965
8,LogisticRegression,0.2937853107344633
