,Algorithm,CrossValMeans
0,SVC,0.5631399317406144
1,DecisionTree,0.6825938566552902
2,AdaBoost,0.6791808873720137
3,RandomForest,0.6996587030716723
4,ExtraTrees,0.7406143344709898
5,GradientBoosting,0.7713310580204779
6,MultipleLayerPerceptron,0.856655290102389
7,KNeighbours,0.8976109215017065
8,LogisticRegression,0.7303754266211604
