,Algorithm,CrossValMeans
0,SVC,0.6203904555314533
1,DecisionTree,0.5303687635574837
2,AdaBoost,0.5531453362255966
3,RandomForest,0.6019522776572668
4,ExtraTrees,0.6420824295010846
5,GradientBoosting,0.6095444685466378
6,MultipleLayerPerceptron,0.6344902386117137
7,KNeighbours,0.5845986984815619
8,LogisticRegression,0.6323210412147505
