,Algorithm,CrossValMeans
0,SVC,0.580327868852459
1,DecisionTree,0.6032786885245902
2,AdaBoost,0.6229508196721312
3,RandomForest,0.7114754098360656
4,ExtraTrees,0.6655737704918033
5,GradientBoosting,0.7704918032786885
6,MultipleLayerPerceptron,0.8721311475409836
7,KNeighbours,0.8786885245901639
8,LogisticRegression,0.7475409836065574
