,Algorithm,CrossValMeans,CrossValerrors
0,SVC,0.6082821590174531,0.0006706528765352605
1,DecisionTree,0.6119438159879336,0.029891203292068454
2,AdaBoost,0.6159704266321914,0.038991821571416556
3,RandomForest,0.6298790670114199,0.0421473298727514
4,ExtraTrees,0.737978075845723,0.038321872990275695
5,GradientBoosting,0.7240438483085542,0.05384209428278448
6,MultipleLayerPerceptron,0.8823502477914242,0.03403857450964135
7,KNeighbours,0.8720722904546434,0.06474347976939605
8,LogisticRegression,0.7966103749191984,0.0295186095385777
