,Algorithm,CrossValMeans,CrossValerrors
0,SVC,0.2045717479927251,0.0021652963596178
1,DecisionTree,0.43879477257085453,0.03618660300687113
2,AdaBoost,0.44003256619792364,0.03122217959697574
3,RandomForest,0.4210868346075329,0.04518285919419228
4,ExtraTrees,0.5272861573512363,0.04717714494862454
5,GradientBoosting,0.6486291424328698,0.023095241279931893
6,MultipleLayerPerceptron,0.7882830423443513,0.048289039024183036
7,KNeighbours,0.8421323625680316,0.02813583131141875
8,LogisticRegression,0.5731850372368268,0.028701911331967152
