,Algorithm,CrossValMeans,CrossValerrors
0,SVC,0.5895907446962096,0.0018041703608087077
1,DecisionTree,0.6457553019393864,0.0303989069779338
2,AdaBoost,0.6302053834412416,0.033533354717167146
3,RandomForest,0.6876386179358375,0.030766886070955297
4,ExtraTrees,0.7830527349702805,0.033230118012095924
5,GradientBoosting,0.7633574507256193,0.02351524314337273
6,MultipleLayerPerceptron,0.8884379345788741,0.02770186379864104
7,KNeighbours,0.89317679547785,0.026802931974182865
8,LogisticRegression,0.7870385211948011,0.029417139006667304
